Id,BirthYear,DeathYear,Age,Group
MO2344,1822,1862,40,K_family
MO2340,1822,1885,63,K_family
MO2339,1822,1886,64,K_family
MO2342,1822,1875,53,K_family
MO2345,1822,1854,32,K_family
MO2343,1822,1870,48,K_family
MO2341,1822,1879,57,K_family
MO2348,1823,1889,66,K_family
MO2347,1823,1903,80,K_family
MO2352,1823,1849,26,K_family
MO2351,1823,1877,54,K_family
MO2350,1823,1888,65,K_family
MO2349,1823,1888,65,K_family
MO2363,1824,1865,41,K_family
MO2355,1824,1914,90,K_family
MO2361,1824,1870,46,K_family
MO2360,1824,1882,58,K_family
MO2362,1824,1868,44,K_family
MO2364,1824,1859,35,K_family
MO2359,1824,1884,60,K_family
MO2358,1824,1885,61,K_family
MO2356,1824,1904,80,K_family
MO2357,1824,1901,77,K_family
MO2377,1825,1854,29,K_family
MO2372,1825,1915,90,K_family
MO2374,1825,1886,61,K_family
MO2375,1825,1883,58,K_family
MO2376,1825,1870,45,K_family
MO2373,1825,1909,84,K_family
MO2383,1826,1886,60,K_family
MO2384,1826,1874,48,K_family
MO2382,1826,1886,60,K_family
MO2385,1826,1861,35,K_family
MO2381,1826,1895,69,K_family
MO2389,1827,1903,76,K_family
MO2395,1827,1882,55,K_family
MO2394,1827,1883,56,K_family
MO2393,1827,1886,59,K_family
MO2390,1827,1896,69,K_family
MO2387,1827,1912,85,K_family
MO2392,1827,1887,60,K_family
MO2388,1827,1905,78,K_family
MO2391,1827,1889,62,K_family
MO2402,1828,1873,45,K_family
MO2399,1828,1887,59,K_family
MO2398,1828,1907,79,K_family
MO2401,1828,1877,49,K_family
MO2400,1828,1877,49,K_family
MO2408,1829,1864,35,K_family
MO2407,1829,1885,56,K_family
MO2406,1829,1893,64,K_family
MO2413,1830,1889,59,K_family
MO2411,1830,1897,67,K_family
MO2412,1830,1893,63,K_family
MO2417,1830,1871,41,K_family
MO2415,1830,1883,53,K_family
MO2414,1830,1887,57,K_family
MO2418,1830,1853,23,K_family
MO2416,1830,1876,46,K_family
MO2428,1831,1871,40,K_family
MO2427,1831,1877,46,K_family
MO2425,1831,1896,65,K_family
MO2423,1831,1915,84,K_family
MO2426,1831,1886,55,K_family
MO2422,1831,1917,86,K_family
MO2424,1831,1897,66,K_family
MO2438,1832,1876,44,K_family
MO2436,1832,1898,66,K_family
MO2437,1832,1896,64,K_family
MO2435,1832,1903,71,K_family
MO2432,1832,1916,84,K_family
MO2434,1832,1905,73,K_family
MO2433,1832,1909,77,K_family
MO2443,1833,1886,53,K_family
MO2445,1833,1867,34,K_family
MO2442,1833,1910,77,K_family
MO2444,1833,1877,44,K_family
MO2441,1833,1918,85,K_family
MO2450,1834,1907,73,K_family
MO2457,1834,1855,21,K_family
MO2452,1834,1895,61,K_family
MO2455,1834,1875,41,K_family
MO2451,1834,1906,72,K_family
MO2449,1834,1912,78,K_family
MO2454,1834,1876,42,K_family
MO2456,1834,1875,41,K_family
MO2453,1834,1876,42,K_family
MO2460,1835,1882,47,K_family
MO2461,1835,1876,41,K_family
MO2458,1835,1900,65,K_family
MO2462,1835,1870,35,K_family
MO2459,1835,1895,60,K_family
MO2474,1836,1875,39,K_family
MO2471,1836,1886,50,K_family
MO2469,1836,1918,82,K_family
MO2472,1836,1880,44,K_family
MO2470,1836,1906,70,K_family
MO2473,1836,1877,41,K_family
MO2468,1836,1919,83,K_family
MO2482,1837,1882,45,K_family
MO2479,1837,1889,52,K_family
MO2483,1837,1877,40,K_family
MO2478,1837,1923,86,K_family
MO2480,1837,1883,46,K_family
MO2481,1837,1883,46,K_family
MO2486,1838,1914,76,K_family
MO2488,1838,1901,63,K_family
MO2492,1838,1890,52,K_family
MO2489,1838,1895,57,K_family
MO2493,1838,1881,43,K_family
MO2494,1838,1863,25,K_family
MO2490,1838,1894,56,K_family
MO2491,1838,1891,53,K_family
MO2487,1838,1904,66,K_family
MO2498,1839,1911,72,K_family
MO2496,1839,1921,82,K_family
MO2497,1839,1913,74,K_family
MO2500,1839,1878,39,K_family
MO2501,1839,1871,32,K_family
MO2499,1839,1896,57,K_family
MO2502,1840,1887,47,K_family
MO2503,1840,1859,19,K_family
MO2511,1841,1897,56,K_family
MO2506,1841,1920,79,K_family
MO2514,1841,1888,47,K_family
MO2512,1841,1892,51,K_family
MO2505,1841,1929,88,K_family
MO2509,1841,1907,66,K_family
MO2513,1841,1889,48,K_family
MO2515,1841,1877,36,K_family
MO2510,1841,1901,60,K_family
MO2508,1841,1914,73,K_family
MO2507,1841,1915,74,K_family
MO2523,1842,1913,71,K_family
MO2528,1842,1875,33,K_family
MO2527,1842,1889,47,K_family
MO2524,1842,1903,61,K_family
MO2526,1842,1898,56,K_family
MO2521,1842,1919,77,K_family
MO2525,1842,1902,60,K_family
MO2522,1842,1918,76,K_family
MO2533,1843,1901,58,K_family
MO2531,1843,1920,77,K_family
MO2532,1843,1912,69,K_family
MO2534,1843,1891,48,K_family
MO2535,1843,1886,43,K_family
MO2536,1843,1876,33,K_family
MO2547,1844,1868,24,K_family
MO2546,1844,1871,27,K_family
MO2540,1844,1935,91,K_family
MO2542,1844,1903,59,K_family
MO2544,1844,1898,54,K_family
MO2541,1844,1913,69,K_family
MO2545,1844,1872,28,K_family
MO2548,1844,1864,20,K_family
MO2543,1844,1899,55,K_family
MO2555,1845,1901,56,K_family
MO2554,1845,1903,58,K_family
MO2552,1845,1929,84,K_family
MO2559,1845,1886,41,K_family
MO2560,1845,1879,34,K_family
MO2558,1845,1887,42,K_family
MO2557,1845,1892,47,K_family
MO2556,1845,1900,55,K_family
MO2553,1845,1915,70,K_family
MO2566,1846,1901,55,K_family
MO2562,1846,1920,74,K_family
MO2565,1846,1888,42,K_family
MO2561,1846,1924,78,K_family
MO2564,1846,1900,54,K_family
MO2563,1846,1912,66,K_family
MO2574,1847,1922,75,K_family
MO2575,1847,1919,72,K_family
MO2571,1847,1930,83,K_family
MO2576,1847,1908,61,K_family
MO2572,1847,1923,76,K_family
MO2573,1847,1923,76,K_family
MO2577,1847,1898,51,K_family
MO2587,1848,1911,63,K_family
MO2582,1848,1918,70,K_family
MO2586,1848,1912,64,K_family
MO2588,1848,1877,29,K_family
MO2583,1848,1917,69,K_family
MO2584,1848,1917,69,K_family
MO2585,1848,1915,67,K_family
MO2589,1848,1874,26,K_family
MO2599,1849,1890,41,K_family
MO2597,1849,1906,57,K_family
MO2594,1849,1912,63,K_family
MO2595,1849,1908,59,K_family
MO2596,1849,1908,59,K_family
MO2593,1849,1918,69,K_family
MO2598,1849,1896,47,K_family
MO2600,1849,1886,37,K_family
MO2592,1849,1922,73,K_family
MO2601,1849,1913,64,K_family
MO2603,1849,1907,58,K_family
MO2610,1850,1898,48,K_family
MO2613,1850,1886,36,K_family
MO2608,1850,1907,57,K_family
MO2604,1850,1928,78,K_family
MO2609,1850,1900,50,K_family
MO2605,1850,1920,70,K_family
MO2606,1850,1916,66,K_family
MO2614,1850,1886,36,K_family
MO2612,1850,1895,45,K_family
MO2615,1850,1882,32,K_family
MO2611,1850,1897,47,K_family
MO2607,1850,1911,61,K_family
MO2616,1850,1875,25,K_family
MO2626,1851,1909,58,K_family
MO2630,1851,1891,40,K_family
MO2623,1851,1922,71,K_family
MO2622,1851,1931,80,K_family
MO2624,1851,1918,67,K_family
MO2621,1851,1933,82,K_family
MO2631,1851,1886,35,K_family
MO2627,1851,1906,55,K_family
MO2629,1851,1892,41,K_family
MO2628,1851,1904,53,K_family
MO2625,1851,1913,62,K_family
MO2633,1851,1900,49,K_family
MO2642,1852,1880,28,K_family
MO2640,1852,1889,37,K_family
MO2641,1852,1883,31,K_family
MO2635,1852,1919,67,K_family
MO2636,1852,1919,67,K_family
MO2639,1852,1910,58,K_family
MO2634,1852,1929,77,K_family
MO2643,1852,1878,26,K_family
MO2638,1852,1914,62,K_family
MO2637,1852,1917,65,K_family
MO2646,1853,1927,74,K_family
MO2647,1853,1886,33,K_family
MO2649,1853,1917,64,K_family
MO2658,1854,1907,53,K_family
MO2662,1854,1877,23,K_family
MO2653,1854,1928,74,K_family
MO2652,1854,1935,81,K_family
MO2660,1854,1886,32,K_family
MO2654,1854,1927,73,K_family
MO2655,1854,1921,67,K_family
MO2651,1854,1939,85,K_family
MO2657,1854,1910,56,K_family
MO2661,1854,1885,31,K_family
MO2659,1854,1896,42,K_family
MO2656,1854,1916,62,K_family
MO2674,1855,1903,48,K_family
MO2668,1855,1945,90,K_family
MO2671,1855,1927,72,K_family
MO2669,1855,1935,80,K_family
MO2675,1855,1886,31,K_family
MO2673,1855,1915,60,K_family
MO2672,1855,1916,61,K_family
MO2670,1855,1932,77,K_family
MO2681,1856,1917,61,K_family
MO2683,1856,1897,41,K_family
MO2685,1856,1893,37,K_family
MO2687,1856,1886,30,K_family
MO2680,1856,1941,85,K_family
MO2684,1856,1896,40,K_family
MO2686,1856,1886,30,K_family
MO2682,1856,1914,58,K_family
MO2698,1857,1900,43,K_family
MO2691,1857,1939,82,K_family
MO2693,1857,1935,78,K_family
MO2700,1857,1894,37,K_family
MO2696,1857,1912,55,K_family
MO2697,1857,1908,51,K_family
MO2692,1857,1937,80,K_family
MO2694,1857,1930,73,K_family
MO2701,1857,1881,24,K_family
MO2699,1857,1898,41,K_family
MO2695,1857,1915,58,K_family
MO2690,1857,1941,84,K_family
MO2707,1858,1907,49,K_family
MO2708,1858,1906,48,K_family
MO2711,1858,1879,21,K_family
MO2709,1858,1894,36,K_family
MO2710,1858,1891,33,K_family
MO2706,1858,1928,70,K_family
MO2705,1858,1934,76,K_family
MO2717,1859,1920,61,K_family
MO2719,1859,1916,57,K_family
MO2722,1859,1903,44,K_family
MO2721,1859,1913,54,K_family
MO2716,1859,1924,65,K_family
MO2723,1859,1894,35,K_family
MO2724,1859,1894,35,K_family
MO2720,1859,1915,56,K_family
MO2718,1859,1919,60,K_family
MO2730,1860,1945,85,K_family
MO2733,1860,1940,80,K_family
MO2732,1860,1941,81,K_family
MO2742,1860,1894,34,K_family
MO2740,1860,1901,41,K_family
MO2731,1860,1941,81,K_family
MO2741,1860,1899,39,K_family
MO2734,1860,1939,79,K_family
MO2736,1860,1931,71,K_family
MO2739,1860,1908,48,K_family
MO2735,1860,1932,72,K_family
MO2743,1860,1886,26,K_family
MO2738,1860,1917,57,K_family
MO2737,1860,1923,63,K_family
MO2752,1861,1921,60,K_family
MO2751,1861,1928,67,K_family
MO2749,1861,1935,74,K_family
MO2753,1861,1920,59,K_family
MO2748,1861,1948,87,K_family
MO2755,1861,1915,54,K_family
MO2754,1861,1919,58,K_family
MO2756,1861,1893,32,K_family
MO2750,1861,1935,74,K_family
Bong2,1573,1623,50,N_family
Bong8,1576,1643,67,N_family
Buk97,1578,1642,64,N_family
Bong620,1584,1629,45,N_family
Bong27,1586,1645,59,N_family
Bong109,1588,1623,35,N_family
Bong418,1588,1606,18,N_family
Buk13,1588,1654,66,N_family
Bong650,1589,1661,72,N_family
Buk18,1590,1665,75,N_family
Bong113,1591,1653,62,N_family
Buk464,1591,1667,76,N_family
Bong71,1594,1671,77,N_family
Bong466,1596,1619,23,N_family
Buk260,1596,1663,67,N_family
Ko50,1596,1688,92,N_family
Bong136,1600,1661,61,N_family
Buk500,1602,1622,20,N_family
Bong975,1603,1674,71,N_family
Bong121,1604,1676,72,N_family
Buk98,1605,1659,54,N_family
Bong404,1606,1655,49,N_family
Bong817,1606,1623,17,N_family
Bong649,1612,1683,71,N_family
Buk352,1615,1664,49,N_family
Bong423,1618,1697,79,N_family
Bong855,1618,1688,70,N_family
Buk138,1619,1663,44,N_family
Bong200,1620,1642,22,N_family
Bong818,1621,1657,36,N_family
Bong233,1622,1657,35,N_family
Ko63,1624,1698,74,N_family
Buk182,1626,1699,73,N_family
Buk262,1626,1690,64,N_family
Bong502,1628,1686,58,N_family
Buk466,1628,1704,76,N_family
Bong584,1629,1665,36,N_family
Bong900,1629,1696,67,N_family
Buk215,1629,1689,60,N_family
Buk226,1630,1663,33,N_family
Buk438,1630,1718,88,N_family
Bong403,1631,1679,48,N_family
Ko64,1631,1706,75,N_family
Bong606,1632,1669,37,N_family
Bong320,1633,1659,26,N_family
Bong942,1633,1690,57,N_family
Ko136,1633,1694,61,N_family
Bong138,1634,1700,66,N_family
Buk294,1634,1697,63,N_family
Buk331,1636,1675,39,N_family
Buk512,1636,1698,62,N_family
Ko137,1636,1699,63,N_family
Bong663,1637,1710,73,N_family
Bong708,1638,1668,30,N_family
Buk185,1638,1672,34,N_family
Buk501,1638,1698,60,N_family
Bong421,1639,1682,43,N_family
Ko66,1639,1685,46,N_family
Bong609,1640,1698,58,N_family
Buk139,1640,1698,58,N_family
Bong712,1641,1707,66,N_family
Bong821,1641,1721,80,N_family
Bong621,1642,1720,78,N_family
Buk140,1643,1707,64,N_family
Ko68,1643,1685,42,N_family
Ko89,1643,1682,39,N_family
Bong203,1644,1713,69,N_family
Bong740,1644,1706,62,N_family
Bong477,1645,1691,46,N_family
Buk358,1646,1698,52,N_family
Bong337,1647,1720,73,N_family
Bong447,1647,1727,80,N_family
Bong234,1648,1693,45,N_family
Bong354,1648,1717,69,N_family
Ko90,1648,1708,60,N_family
Bong255,1649,1701,52,N_family
Bong753,1649,1719,70,N_family
Buk219,1649,1737,88,N_family
Buk256,1650,1714,64,N_family
Bong503,1651,1710,59,N_family
Buk124,1651,1698,47,N_family
Ko92,1651,1671,20,N_family
Bong295,1652,1741,89,N_family
Bong456,1652,1704,52,N_family
Bong901,1652,1728,76,N_family
Buk154,1652,1735,83,N_family
Buk188,1652,1685,33,N_family
Ko102,1652,1716,64,N_family
Bong501,1653,1698,45,N_family
Bong304,1654,1699,45,N_family
Bong854,1654,1710,56,N_family
Buk467,1654,1716,62,N_family
Bong661,1655,1711,56,N_family
Bong925,1655,1715,60,N_family
Buk227,1655,1740,85,N_family
Buk363,1655,1731,76,N_family
Buk478,1655,1730,75,N_family
Bong202,1657,1723,66,N_family
Bong422,1657,1727,70,N_family
Bong794,1657,1706,49,N_family
Bong137,1658,1723,65,N_family
Bong585,1658,1699,41,N_family
Buk299,1658,1713,55,N_family
Buk439,1658,1736,78,N_family
Buk336,1659,1728,69,N_family
Bong538,1660,1681,21,N_family
Bong604,1660,1694,34,N_family
Bong700,1660,1721,61,N_family
Bong797,1661,1729,68,N_family
Ko143,1661,1698,37,N_family
Bong428,1662,1710,48,N_family
Bong777,1662,1699,37,N_family
Buk423,1662,1703,41,N_family
Ko93,1662,1711,49,N_family
Bong411,1663,1751,88,N_family
Bong711,1663,1721,58,N_family
Bong725,1663,1711,48,N_family
Ko111,1663,1733,70,N_family
Bong553,1665,1730,65,N_family
Bong622,1665,1746,81,N_family
Bong995,1665,1747,82,N_family
Bong478,1666,1720,54,N_family
Buk141,1666,1723,57,N_family
Buk193,1667,1714,47,N_family
Bong427,1668,1693,25,N_family
Bong487,1668,1712,44,N_family
Bong634,1668,1747,79,N_family
Buk142,1669,1698,29,N_family
Buk223,1669,1729,60,N_family
Buk441,1669,1730,61,N_family
Ko112,1669,1732,63,N_family
Ko116,1669,1742,73,N_family
Bong235,1670,1717,47,N_family
Bong795,1670,1724,54,N_family
Bong853,1670,1719,49,N_family
Buk264,1670,1713,43,N_family
Buk332,1670,1697,27,N_family
Buk488,1670,1716,46,N_family
Ko228,1670,1720,50,N_family
Bong217,1671,1692,21,N_family
Bong568,1671,1738,67,N_family
Ko117,1672,1748,76,N_family
Buk143,1673,1719,46,N_family
Bong445,1674,1714,40,N_family
Bong737,1674,1728,54,N_family
Bong820,1674,1744,70,N_family
Ko154,1674,1734,64,N_family
Ko229,1674,1750,76,N_family
Ko250,1675,1756,81,N_family
Bong201,1676,1719,43,N_family
Bong633,1676,1729,53,N_family
Bong699,1676,1733,57,N_family
Ko113,1676,1733,57,N_family
Ko196,1676,1748,72,N_family
Bong236,1677,1726,49,N_family
Bong864,1677,1722,45,N_family
Buk515,1677,1733,56,N_family
Bong305,1678,1732,54,N_family
Bong321,1678,1716,38,N_family
Bong441,1678,1736,58,N_family
Bong475,1678,1701,23,N_family
Bong660,1678,1733,55,N_family
Bong752,1678,1737,59,N_family
Bong898,1678,1730,52,N_family
Buk306,1678,1732,54,N_family
Buk469,1678,1729,51,N_family
Ko119,1678,1764,86,N_family
Bong704,1679,1720,41,N_family
Bong253,1680,1755,75,N_family
Bong608,1680,1730,50,N_family
Buk265,1680,1733,53,N_family
Bong458,1681,1742,61,N_family
Bong488,1681,1756,75,N_family
Bong539,1681,1724,43,N_family
Bong587,1681,1739,58,N_family
Buk481,1681,1711,30,N_family
Ko230,1681,1755,74,N_family
Bong218,1682,1736,54,N_family
Bong504,1682,1751,69,N_family
Bong763,1682,1742,60,N_family
Bong873,1682,1712,30,N_family
Bong920,1682,1703,21,N_family
Buk340,1682,1752,70,N_family
Buk386,1682,1759,77,N_family
Buk479,1682,1751,69,N_family
Bong776,1683,1719,36,N_family
Bong266,1684,1746,62,N_family
Bong598,1684,1735,51,N_family
Bong662,1684,1756,72,N_family
Ko148,1684,1751,67,N_family
Bong410,1685,1746,61,N_family
Bong490,1685,1723,38,N_family
Ko163,1685,1717,32,N_family
Bong307,1686,1757,71,N_family
Bong597,1686,1731,45,N_family
Bong605,1686,1720,34,N_family
Bong957,1686,1749,63,N_family
Bong151,1687,1755,68,N_family
Bong406,1687,1737,50,N_family
Bong911,1687,1757,70,N_family
Bong923,1687,1729,42,N_family
Buk157,1687,1750,63,N_family
Buk199,1687,1752,65,N_family
Ko149,1687,1754,67,N_family
Ko173,1687,1733,46,N_family
Bong524,1688,1736,48,N_family
Bong724,1688,1710,22,N_family
Bong876,1688,1750,62,N_family
Buk285,1688,1741,53,N_family
Bong277,1689,1712,23,N_family
Bong607,1689,1732,43,N_family
Buk148,1689,1729,40,N_family
Buk267,1689,1752,63,N_family
Buk287,1689,1773,84,N_family
Ko165,1689,1748,59,N_family
Bong160,1690,1774,84,N_family
Bong290,1690,1713,23,N_family
Ko233,1690,1773,83,N_family
Bong219,1691,1760,69,N_family
Bong431,1691,1764,73,N_family
Bong880,1691,1726,35,N_family
Buk204,1691,1750,59,N_family
Bong351,1692,1724,32,N_family
Bong429,1692,1748,56,N_family
Bong352,1693,1733,40,N_family
Bong796,1693,1749,56,N_family
Bong989,1693,1773,80,N_family
Ko155,1693,1746,53,N_family
Bong147,1694,1725,31,N_family
Bong420,1694,1722,28,N_family
Ko186,1694,1756,62,N_family
Bong890,1695,1747,52,N_family
Bong199,1696,1716,20,N_family
Bong667,1696,1729,33,N_family
Bong673,1696,1751,55,N_family
Buk205,1696,1754,58,N_family
Bong446,1697,1747,50,N_family
Bong566,1697,1730,33,N_family
Bong599,1697,1762,65,N_family
Ko178,1697,1721,24,N_family
Ko188,1697,1756,59,N_family
Bong697,1698,1746,48,N_family
Bong705,1698,1758,60,N_family
Bong739,1698,1758,60,N_family
Buk307,1699,1728,29,N_family
Ko191,1699,1740,41,N_family
Bong134,1700,1752,52,N_family
Bong430,1700,1768,68,N_family
Bong619,1700,1736,36,N_family
Bong750,1700,1749,49,N_family
Buk337,1700,1770,70,N_family
Buk531,1700,1791,91,N_family
Ko150,1700,1768,68,N_family
Ko176,1700,1759,59,N_family
Ko341,1700,1750,50,N_family
Bong455,1701,1752,51,N_family
Bong541,1701,1759,58,N_family
Bong706,1701,1762,61,N_family
Bong738,1701,1757,56,N_family
Bong1007,1701,1795,94,N_family
Buk309,1701,1743,42,N_family
Buk324,1701,1718,17,N_family
Buk344,1701,1783,82,N_family
Bong323,1702,1775,73,N_family
Bong489,1702,1790,88,N_family
Bong569,1702,1776,74,N_family
Ko166,1702,1761,59,N_family
Bong640,1703,1755,52,N_family
Bong852,1703,1750,47,N_family
Buk524,1703,1746,43,N_family
Ko156,1703,1789,86,N_family
Bong408,1704,1757,53,N_family
Bong554,1704,1769,65,N_family
Bong703,1704,1743,39,N_family
Bong709,1704,1755,51,N_family
Bong306,1705,1775,70,N_family
Ko158,1705,1776,71,N_family
Bong480,1706,1770,64,N_family
Bong2452,1706,1757,51,N_family
Buk310,1706,1731,25,N_family
Ko195,1706,1725,19,N_family
Bong630,1707,1746,39,N_family
Buk392,1707,1765,58,N_family
Buk484,1707,1801,94,N_family
Bong551,1708,1733,25,N_family
Bong899,1708,1760,52,N_family
Bong149,1709,1764,55,N_family
Bong220,1709,1790,81,N_family
Bong409,1709,1762,53,N_family
Bong419,1709,1735,26,N_family
Bong631,1709,1750,41,N_family
Bong713,1709,1780,71,N_family
Bong714,1709,1790,81,N_family
Bong355,1710,1785,75,N_family
Bong2348,1710,1791,81,N_family
Buk289,1710,1782,72,N_family
Buk290,1710,1753,43,N_family
Buk311,1710,1733,23,N_family
Buk526,1710,1739,29,N_family
Bong457,1711,1764,53,N_family
Bong632,1711,1754,43,N_family
Bong707,1711,1738,27,N_family
Bong793,1711,1743,32,N_family
Bong910,1711,1751,40,N_family
Bong924,1711,1755,44,N_family
Buk207,1711,1752,41,N_family
Buk807,1711,1801,90,N_family
Ko237,1711,1763,52,N_family
Ko338,1711,1775,64,N_family
Buk318,1712,1747,35,N_family
Bong366,1713,1789,76,N_family
Bong586,1713,1769,56,N_family
Bong764,1713,1779,66,N_family
Bong500,1714,1757,43,N_family
Bong930,1714,1765,51,N_family
Buk209,1714,1785,71,N_family
Ko197,1714,1777,63,N_family
Bong292,1715,1776,61,N_family
Bong442,1715,1795,80,N_family
Bong459,1715,1777,62,N_family
Bong718,1715,1781,66,N_family
Bong922,1715,1750,35,N_family
Bong2455,1715,1776,61,N_family
Bong921,1716,1738,22,N_family
Bong1678,1716,1766,50,N_family
Buk202,1716,1750,34,N_family
Ko240,1716,1769,53,N_family
Bong152,1717,1786,69,N_family
Bong308,1717,1795,78,N_family
Bong717,1717,1776,59,N_family
Bong728,1717,1787,70,N_family
Bong765,1717,1784,67,N_family
Bong892,1717,1772,55,N_family
Bong955,1717,1739,22,N_family
Bong2456,1717,1779,62,N_family
Buk828,1717,1756,39,N_family
Bong440,1718,1794,76,N_family
Bong2492,1718,1777,59,N_family
Buk473,1718,1756,38,N_family
Ko342,1718,1785,67,N_family
Ko357,1718,1774,56,N_family
Bong267,1719,1785,66,N_family
Bong523,1719,1756,37,N_family
Bong931,1719,1778,59,N_family
Bong2519,1719,1773,54,N_family
Bong460,1720,1782,62,N_family
Bong850,1720,1755,35,N_family
Buk487,1720,1785,65,N_family
Bong268,1721,1806,85,N_family
Bong516,1721,1785,64,N_family
Bong766,1721,1768,47,N_family
Bong851,1721,1756,35,N_family
Buk270,1721,1781,60,N_family
Buk485,1721,1793,72,N_family
Ko238,1721,1756,35,N_family
Ko243,1721,1776,55,N_family
Ko264,1721,1786,65,N_family
Bong135,1722,1782,60,N_family
Bong379,1722,1767,45,N_family
Bong749,1722,1763,41,N_family
Bong792,1722,1793,71,N_family
Bong1737,1722,1789,67,N_family
Bong2051,1722,1769,47,N_family
Bong859,1723,1773,50,N_family
Bong879,1723,1743,20,N_family
Buk158,1723,1792,69,N_family
Buk348,1723,1793,70,N_family
Ko255,1723,1763,40,N_family
Bong278,1724,1767,43,N_family
Bong294,1724,1794,70,N_family
Bong567,1724,1758,34,N_family
Bong751,1724,1782,58,N_family
Buk482,1724,1816,92,N_family
Ko290,1724,1760,36,N_family
Bong407,1725,1776,51,N_family
Bong819,1725,1763,38,N_family
Bong974,1725,1791,66,N_family
Bong2194,1725,1780,55,N_family
Bong2518,1725,1778,53,N_family
Bong2541,1725,1784,59,N_family
Bong2701,1725,1810,85,N_family
Ko287,1725,1789,64,N_family
Bong726,1726,1784,58,N_family
Ko282,1726,1812,86,N_family
Ko291,1726,1803,77,N_family
Ko428,1726,1811,85,N_family
Bong698,1727,1781,54,N_family
Bong2087,1727,1759,32,N_family
Bong2118,1727,1807,80,N_family
Buk230,1727,1785,58,N_family
Ko279,1727,1788,61,N_family
Ko343,1727,1757,30,N_family
Bong2174,1728,1787,59,N_family
Bong570,1729,1805,76,N_family
Bong322,1730,1775,45,N_family
Bong710,1730,1781,51,N_family
Bong1908,1730,1788,58,N_family
Buk461,1730,1794,64,N_family
Buk519,1730,1762,32,N_family
Ko283,1730,1809,79,N_family
Ko350,1730,1805,75,N_family
Bong727,1731,1800,69,N_family
Ko344,1731,1786,55,N_family
Bong515,1732,1750,18,N_family
Bong576,1732,1797,65,N_family
Bong874,1732,1781,49,N_family
Bong1687,1732,1760,28,N_family
Bong2625,1732,1792,60,N_family
Buk408,1732,1790,58,N_family
Ko272,1732,1797,65,N_family
Ko293,1732,1799,67,N_family
Buk462,1733,1797,64,N_family
Bong973,1734,1795,61,N_family
Bong2358,1734,1756,22,N_family
Ko429,1734,1774,40,N_family
Bong476,1735,1779,44,N_family
Bong2459,1735,1807,72,N_family
Bong2551,1735,1755,20,N_family
Buk907,1735,1788,53,N_family
Buk908,1735,1783,48,N_family
Ko295,1735,1769,34,N_family
Bong150,1736,1798,62,N_family
Bong336,1736,1802,66,N_family
Bong540,1736,1788,52,N_family
Bong891,1736,1790,54,N_family
Bong897,1736,1780,44,N_family
Buk220,1736,1752,16,N_family
Buk809,1736,1801,65,N_family
Buk1397,1736,1806,70,N_family
Ko256,1736,1799,63,N_family
Bong467,1737,1788,51,N_family
Bong517,1737,1810,73,N_family
Bong1740,1737,1779,42,N_family
Bong2626,1737,1797,60,N_family
Ko346,1737,1799,62,N_family
Ko362,1737,1766,29,N_family
Bong881,1738,1792,54,N_family
Bong2370,1738,1766,28,N_family
Bong2569,1738,1815,77,N_family
Buk816,1738,1801,63,N_family
Bong139,1739,1807,68,N_family
Bong1177,1739,1819,80,N_family
Bong1719,1739,1796,57,N_family
Buk534,1739,1813,74,N_family
Buk1022,1739,1807,68,N_family
Ko298,1739,1794,55,N_family
Bong378,1740,1772,32,N_family
Bong575,1740,1762,22,N_family
Bong1686,1740,1767,27,N_family
Bong2490,1740,1782,42,N_family
Buk829,1740,1790,50,N_family
Ko356,1740,1803,63,N_family
Ko432,1740,1825,85,N_family
Bong256,1741,1810,69,N_family
Bong761,1741,1799,58,N_family
Bong889,1741,1780,39,N_family
Bong2728,1741,1797,56,N_family
Buk343,1741,1791,50,N_family
Buk1007,1741,1776,35,N_family
Ko434,1741,1822,81,N_family
Bong1736,1742,1799,57,N_family
Bong2192,1742,1780,38,N_family
Bong2382,1742,1814,72,N_family
Buk316,1742,1800,58,N_family
Bong177,1743,1807,64,N_family
Bong479,1743,1804,61,N_family
Bong525,1743,1810,67,N_family
Bong552,1743,1788,45,N_family
Bong1907,1743,1776,33,N_family
Bong2523,1743,1811,68,N_family
Ko351,1743,1784,41,N_family
Bong291,1744,1785,41,N_family
Bong364,1744,1775,31,N_family
Bong377,1744,1775,31,N_family
Bong405,1744,1793,49,N_family
Bong577,1744,1816,72,N_family
Bong760,1744,1792,48,N_family
Bong860,1744,1820,76,N_family
Bong2211,1744,1821,77,N_family
Bong2592,1744,1783,39,N_family
Buk225,1744,1814,70,N_family
Buk540,1744,1787,43,N_family
Buk944,1744,1822,78,N_family
Buk1245,1744,1782,38,N_family
Buk1398,1744,1788,44,N_family
Bong988,1745,1768,23,N_family
Bong2546,1745,1795,50,N_family
Bong190,1746,1809,63,N_family
Buk159,1746,1808,62,N_family
Buk210,1746,1796,50,N_family
Buk257,1746,1797,51,N_family
Ko301,1746,1797,51,N_family
Bong146,1747,1771,24,N_family
Bong363,1747,1772,25,N_family
Bong376,1747,1769,22,N_family
Bong1031,1747,1821,74,N_family
Bong1879,1747,1816,69,N_family
Bong2050,1747,1778,31,N_family
Bong2467,1747,1796,49,N_family
Buk932,1747,1796,49,N_family
Buk873,1748,1823,75,N_family
Ko273,1748,1778,30,N_family
Bong303,1749,1793,44,N_family
Bong353,1749,1804,55,N_family
Bong936,1749,1827,78,N_family
